Date,Ticker,Stock,%,Change
2024 Q2,CB,CHUBB LTD,2.46%,1
2024 Q2,CHTR,CHARTER COMMUNICATIONS INC-A,0.41%,0
2024 Q2,COF,CAPITAL ONE FINANCIAL CORP,0.49%,-1
2024 Q2,CVX,CHEVRON CORP,6.63%,-1
2024 Q2,DEO,DIAGEO PLC-SPONSORED ADR,0.01%,0
2024 Q2,DVA,DAVITA INC,1.79%,0
2024 Q2,FND,FLOOR & DECOR HOLDINGS INC-A,0.14%,-1
2024 Q2,FWONK,LIBERTY MEDIA CORP-LIBERTY-C,0.20%,0
2024 Q2,HEI.A,HEICO CORP INC CL A,0.07%,1
2024 Q2,JEF,JEFFERIES FINANCIAL GROUP IN,0.01%,0
2024 Q2,KHC,KRAFT HEINZ CO/THE,3.75%,0
2024 Q2,KO,COCA-COLA CO/THE,9.09%,0
2024 Q2,KR,KROGER CO,0.89%,0
2024 Q2,LEN.B,LENNAR CORP - B SHS,0.01%,0
2024 Q2,LILA,LIBERTY LATIN AMERIC-CL A,0.01%,0
2024 Q2,LILAK,LIBERTY LATIN AMERIC-CL C,0.00%,0
2024 Q2,LLYVA,LIBERTY MEDIA CORP-LIBERTY-A,0.07%,-1
2024 Q2,LLYVK,LIBERTY MEDIA CORP-LIBERTY-C,0.15%,-1
2024 Q2,LPX,LOUISIANA-PACIFIC CORP,0.18%,-1
2024 Q2,LSXMA,LIBERTY MEDIA CORP-CL A NEW,0.28%,1
2024 Q2,LSXMK,LIBERTY MEDIA CORP-LIBER-NEW,0.55%,1
2024 Q2,MA,MASTERCARD INC - A,0.63%,0
2024 Q2,MCO,MOODY'S CORP,3.71%,0
2024 Q2,NU,NU HOLDINGS LTD/CAYMAN ISL-A,0.49%,0
2024 Q2,NVR,NVR INC,0.03%,0
2024 Q2,OXY,OCCIDENTAL PETROLEUM CORP,5.75%,1
2024 Q2,SIRI,SIRIUS XM HOLDINGS INC,0.13%,1
2024 Q2,SNOW,SNOWFLAKE INC-CLASS A,0.00%,-1
2024 Q2,SPY,SPDR S&P 500 ETF TRUST,0.01%,0
2024 Q2,TMUS,T-MOBILE US INC,0.29%,-1
2024 Q2,ULTA,ULTA BEAUTY INC,0.10%,1
2024 Q2,V,VISA INC-CLASS A SHARES,0.78%,0
2024 Q2,VIAC,VIACOMCBS INC - CLASS B,0.00%,-1
2024 Q2,VOO,VANGUARD S&P 500 ETF,0.01%,0
2024 Q2,VRSN,VERISIGN INC,0.81%,0
2024 Q3,AAPL,APPLE INC,26.24%,-1
2024 Q3,ALLY,ALLY FINANCIAL INC,0.39%,0
2024 Q3,AMZN,AMAZONCOM INC,0.70%,0
2024 Q3,AON,AON PLC-CLASS A,0.53%,0
2024 Q3,AXP,AMERICAN EXPRESS CO,15.44%,0
2024 Q3,BAC,BANK OF AMERICA CORP,11.88%,-1
2024 Q3,BATRK,ATLANTA BRAVES HOLDINGS IN-C,0.00%,0
2024 Q3,C,CITIGROUP INC COM NEW,1.30%,0
2024 Q3,CB,CHUBB LTD,2.93%,0
2024 Q3,CHTR,CHARTER COMMUNICATIONS INC-A,0.34%,-1
2024 Q3,COF,CAPITAL ONE FINANCIAL CORP,0.51%,-1
2024 Q3,CVX,CHEVRON CORP,6.56%,0
2024 Q3,DEO,DIAGEO PLC-SPONSORED ADR,0.01%,0
2024 Q3,DPZ,DOMINO'S PIZZA INC,0.21%,1
2024 Q3,DVA,DAVITA INC,2.22%,0
2024 Q3,FND,FLOOR & DECOR HOLDINGS INC-A,0.00%,-1
2024 Q3,FWONK,LIBERTY MEDIA CORP-LIBERTY-C,0.22%,0
2024 Q3,HEI.A,HEICO CORP INC CL A,0.08%,1
2024 Q3,JEF,JEFFERIES FINANCIAL GROUP IN,0.01%,0
2024 Q3,KHC,KRAFT HEINZ CO/THE,4.29%,0
2024 Q3,KO,COCA-COLA CO/THE,10.79%,0
2024 Q3,KR,KROGER CO,1.08%,0
2024 Q3,LEN.B,LENNAR CORP - B SHS,0.01%,0
2024 Q3,LILA,LIBERTY LATIN AMERIC-CL A,0.01%,0
2024 Q3,LILAK,LIBERTY LATIN AMERIC-CL C,0.00%,0
2024 Q3,LLYVA,LIBERTY MEDIA CORP-LIBERTY-A,0.09%,0
2024 Q3,LLYVK,LIBERTY MEDIA CORP-LIBERTY-C,0.21%,0
2024 Q3,LPX,LOUISIANA-PACIFIC CORP,0.24%,0
2024 Q3,LSXMA,LIBERTY MEDIA CORP-CL A NEW,0.00%,-1
2024 Q3,LSXMK,LIBERTY MEDIA CORP-LIBER-NEW,0.00%,-1
2024 Q3,MA,MASTERCARD INC - A,0.74%,0
2024 Q3,MCO,MOODY'S CORP,4.40%,0
2024 Q3,NU,NU HOLDINGS LTD/CAYMAN ISL-A,0.44%,-1
2024 Q3,NVR,NVR INC,0.04%,0
2024 Q3,OXY,OCCIDENTAL PETROLEUM CORP,4.94%,0
2024 Q3,POOL,POOL CORP,0.06%,1
2024 Q3,SIRI,SIRIUS XM HOLDINGS INC,0.93%,1
2024 Q3,SPY,SPDR S&P 500 ETF TRUST,0.01%,0
2024 Q3,TMUS,T-MOBILE US INC,0.36%,0
2024 Q3,ULTA,ULTA BEAUTY INC,0.00%,-1
2024 Q3,V,VISA INC-CLASS A SHARES,0.86%,0
2024 Q3,VOO,VANGUARD S&P 500 ETF,0.01%,0
2024 Q3,VRSN,VERISIGN INC,0.91%,0
2024 Q4,AAPL,APPLE INC,28.12%,0
2024 Q4,ALLY,ALLY FINANCIAL INC,0.39%,0
2024 Q4,AMZN,AMAZONCOM INC,0.82%,0
2024 Q4,AON,AON PLC-CLASS A,0.55%,0
2024 Q4,AXP,AMERICAN EXPRESS CO,16.84%,0
2024 Q4,BAC,BANK OF AMERICA CORP,11.19%,-1
2024 Q4,BATRK,ATLANTA BRAVES HOLDINGS IN-C,0.00%,0
2024 Q4,C,CITIGROUP INC COM NEW,0.39%,-1
2024 Q4,CB,CHUBB LTD,2.80%,0
2024 Q4,CHTR,CHARTER COMMUNICATIONS INC-A,0.26%,-1
2024 Q4,COF,CAPITAL ONE FINANCIAL CORP,0.50%,-1
2024 Q4,CVX,CHEVRON CORP,6.43%,0
2024 Q4,DEO,DIAGEO PLC-SPONSORED ADR,0.01%,0
2024 Q4,DPZ,DOMINO'S PIZZA INC,0.37%,1
2024 Q4,DVA,DAVITA INC,2.02%,0
2024 Q4,FWONK,LIBERTY MEDIA CORP-LIBERTY-C,0.24%,-1
2024 Q4,HEI.A,HEICO CORP INC CL A,0.07%,0
2024 Q4,JEF,JEFFERIES FINANCIAL GROUP IN,0.01%,0
2024 Q4,KHC,KRAFT HEINZ CO/THE,3.74%,0
2024 Q4,KO,COCA-COLA CO/THE,9.32%,0
2024 Q4,KR,KROGER CO,1.14%,0
2024 Q4,LEN.B,LENNAR CORP - B SHS,0.01%,0
2024 Q4,LILA,LIBERTY LATIN AMERIC-CL A,0.01%,0
2024 Q4,LILAK,LIBERTY LATIN AMERIC-CL C,0.00%,0
2024 Q4,LLYVA,LIBERTY MEDIA CORP-LIBERTY-A,0.12%,0
2024 Q4,LLYVK,LIBERTY MEDIA CORP-LIBERTY-C,0.28%,0
2024 Q4,LPX,LOUISIANA-PACIFIC CORP,0.22%,-1
2024 Q4,MA,MASTERCARD INC - A,0.79%,0
2024 Q4,MCO,MOODY'S CORP,4.37%,0
2024 Q4,NU,NU HOLDINGS LTD/CAYMAN ISL-A,0.16%,-1
2024 Q4,NVR,NVR INC,0.03%,0
2024 Q4,OXY,OCCIDENTAL PETROLEUM CORP,4.89%,1
2024 Q4,POOL,POOL CORP,0.08%,1
2024 Q4,SIRI,SIRIUS XM HOLDINGS INC,1.00%,1
2024 Q4,SPY,SPDR S&P 500 ETF TRUST,0.00%,-1
2024 Q4,STZ,CONSTELLATION BRANDS INC-A,0.47%,1
2024 Q4,TMUS,T-MOBILE US INC,0.36%,-1
2024 Q4,ULTA,ULTA BEAUTY INC,0.00%,-1
2024 Q4,V,VISA INC-CLASS A SHARES,0.98%,0
2024 Q4,VOO,VANGUARD S&P 500 ETF,0.00%,-1
2024 Q4,VRSN,VERISIGN INC,1.03%,1
